temp,light,sound,CO2,class
25.75,156,0.66,385,yes
25.13,0,0.08,345,no
25.13,10,0.08,355,no
25.44,0,0.07,375,no
25.38,0,0.08,355,no
25.5,0,0.07,420,no
25.38,0,0.06,365,no
25.13,0,0.07,355,no
25.31,0,0.06,370,no
25.31,0,0.08,345,no
26.25,150,0.08,915,yes
26.25,150,0.65,1050,yes
25.44,11,0.07,355,no
25.31,0,0.07,355,no
25.25,0,0.07,345,no
25.44,3,0.09,350,no
25.63,0,0.07,550,no
25.94,142,0.38,835,yes
25.06,0,0.07,355,no
26.19,114,0.65,795,yes
25.44,0,0.07,355,no
25.5,0,0.07,375,no
25.25,0,0.07,360,no
25.19,12,0.08,355,no
26.06,119,0.1,485,yes
25.31,0,0.07,355,no
25.5,0,0.07,430,no
25.81,10,0.07,470,no
26.19,116,0.11,710,yes
26.31,148,2.23,995,yes
26.25,150,0.58,860,yes
25.94,147,0.23,810,yes
25.0,6,0.07,360,no
25.25,0,0.07,355,no
25.25,0,0.07,365,no
25.13,0,0.08,360,no
25.13,1,0.08,350,no
25.19,0,0.07,360,no
25.13,0,0.07,355,no
25.13,0,0.08,355,no
25.38,10,0.09,355,no
25.38,0,0.08,355,no
25.5,1,0.08,350,no
26.06,119,0.08,595,yes
25.06,0,0.08,345,no
25.56,123,0.45,370,yes
25.19,0,0.08,350,no
25.06,0,0.08,355,no
25.13,8,0.08,360,no
26.19,114,0.58,770,yes
26.19,117,0.5,730,yes
25.38,0,0.08,355,no
25.31,19,0.07,355,no
25.44,0,0.07,365,no
25.06,2,0.08,350,no
25.19,0,0.07,345,no
25.19,0,0.07,360,no
25.88,120,0.22,420,yes
25.06,0,0.08,345,no
25.19,12,0.08,360,no
